,id,name,lower_bound,upper_bound,stoichiometry,objective_coefficient
1429,R_MELIBtex,Melibiose transport via diffusion (extracellular to periplasm),,,"OrderedDict([('M_melib_e', -1.0), ('M_melib_p', 1.0)])",0
1430,R_MEPCT,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,,,"OrderedDict([('M_2me4p_c', -1.0), ('M_ctp_c', -1.0), ('M_h_c', -1.0), ('M_4c2me_c', 1.0), ('M_ppi_c', 1.0)])",0
1431,R_LPLIPAL1E180pp,"Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C18:0) (periplasm)",,,"OrderedDict([('M_1agpe180_p', -1.0), ('M_h2o_p', -1.0), ('M_g3pe_p', 1.0), ('M_h_p', 1.0), ('M_ocdca_p', 1.0)])",0
1432,R_LPLIPAL1E181pp,"Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C18:1) (periplasm)",,,"OrderedDict([('M_1agpe181_p', -1.0), ('M_h2o_p', -1.0), ('M_g3pe_p', 1.0), ('M_h_p', 1.0), ('M_ocdcea_p', 1.0)])",0
1433,R_LPLIPAL1G120pp,"Lysophospholipase L1 (2-acylglycerophosphoglycerol, n-C12:0) (periplasm)",,,"OrderedDict([('M_1agpg120_p', -1.0), ('M_h2o_p', -1.0), ('M_ddca_p', 1.0), ('M_g3pg_p', 1.0), ('M_h_p', 1.0)])",0
1434,R_METAT,Methionine adenosyltransferase,,,"OrderedDict([('M_atp_c', -1.0), ('M_h2o_c', -1.0), ('M_met__L_c', -1.0), ('M_amet_c', 1.0), ('M_pi_c', 1.0), ('M_ppi_c', 1.0)])",0
1435,R_LPLIPAL2ATG120,"Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoglycerol, n-C12:0)",,,"OrderedDict([('M_2agpg120_c', -1.0), ('M_pg120_c', -1.0), ('M_apg120_c', 1.0), ('M_g3pg_c', 1.0)])",0
1436,R_METDabcpp,D-methionine transport via ABC system (periplasm),,,"OrderedDict([('M_atp_c', -1.0), ('M_h2o_c', -1.0), ('M_met__D_p', -1.0), ('M_adp_c', 1.0), ('M_h_c', 1.0), ('M_met__D_c', 1.0), ('M_pi_c', 1.0)])",0
1437,R_METDtex,D-methionine transport via diffusion (extracellular to periplasm),,,"OrderedDict([('M_met__D_e', -1.0), ('M_met__D_p', 1.0)])",0
1438,R_METOX1s,Methionine oxidation (spontaneous),,,"OrderedDict([('M_h2o2_c', -1.0), ('M_met__L_c', -1.0), ('M_h2o_c', 1.0), ('M_metsox_S__L_c', 1.0)])",0
1439,R_LPLIPAL1G140pp,"Lysophospholipase L1 (2-acylglycerophosphoglycerol, n-C14:0) (periplasm)",,,"OrderedDict([('M_1agpg140_p', -1.0), ('M_h2o_p', -1.0), ('M_g3pg_p', 1.0), ('M_h_p', 1.0), ('M_ttdca_p', 1.0)])",0
1440,R_LPLIPAL1G141pp,"Lysophospholipase L1 (2-acylglycerophosphoglycerol, n-C14:1) (periplasm)",,,"OrderedDict([('M_1agpg141_p', -1.0), ('M_h2o_p', -1.0), ('M_g3pg_p', 1.0), ('M_h_p', 1.0), ('M_ttdcea_p', 1.0)])",0
1441,R_LPLIPAL1G160pp,"Lysophospholipase L1 (2-acylglycerophosphoglycerol, n-C16:0) (periplasm)",,,"OrderedDict([('M_1agpg160_p', -1.0), ('M_h2o_p', -1.0), ('M_g3pg_p', 1.0), ('M_h_p', 1.0), ('M_hdca_p', 1.0)])",0
1442,R_LPLIPAL1G161pp,"Lysophospholipase L1 (2-acylglycerophosphoglycerol, n-C16:1) (periplasm)",,,"OrderedDict([('M_1agpg161_p', -1.0), ('M_h2o_p', -1.0), ('M_g3pg_p', 1.0), ('M_h_p', 1.0), ('M_hdcea_p', 1.0)])",0
1443,R_LPLIPAL1G180pp,"Lysophospholipase L1 (2-acylglycerophosphoglycerol, n-C18:0) (periplasm)",,,"OrderedDict([('M_1agpg180_p', -1.0), ('M_h2o_p', -1.0), ('M_g3pg_p', 1.0), ('M_h_p', 1.0), ('M_ocdca_p', 1.0)])",0
1444,R_LPLIPAL1G181pp,"Lysophospholipase L1 (2-acylglycerophosphoglycerol, n-C18:1) (periplasm)",,,"OrderedDict([('M_1agpg181_p', -1.0), ('M_h2o_p', -1.0), ('M_g3pg_p', 1.0), ('M_h_p', 1.0), ('M_ocdcea_p', 1.0)])",0
1445,R_LPLIPAL2A120,"Lysophospholipase L2 (2-acylglycerophosphotidate, n-C12:0)",,,"OrderedDict([('M_2ddecg3p_c', -1.0), ('M_h2o_c', -1.0), ('M_ddca_c', 1.0), ('M_glyc3p_c', 1.0), ('M_h_c', 2.0)])",0
1446,R_METOX2s,Methionine oxidation 2 (spontaneous),,,"OrderedDict([('M_h2o2_c', -1.0), ('M_met__L_c', -1.0), ('M_h2o_c', 1.0), ('M_metsox_R__L_c', 1.0)])",0
1447,R_METS,Methionine synthase,,,"OrderedDict([('M_5mthf_c', -1.0), ('M_hcys__L_c', -1.0), ('M_h_c', 1.0), ('M_met__L_c', 1.0), ('M_thf_c', 1.0)])",0
1448,R_METSOX1abcpp,L-methionine S-oxide transport via ABC system (periplasm),,,"OrderedDict([('M_atp_c', -1.0), ('M_h2o_c', -1.0), ('M_metsox_S__L_p', -1.0), ('M_adp_c', 1.0), ('M_h_c', 1.0), ('M_metsox_S__L_c', 1.0), ('M_pi_c', 1.0)])",0
1449,R_METSOX1tex,L-methionine S-oxide diffusion (extracellular),,,"OrderedDict([('M_metsox_S__L_e', -1.0), ('M_metsox_S__L_p', 1.0)])",0
1450,R_METSOX2abcpp,L-methionine R-oxide transport via ABC system (periplasm),,,"OrderedDict([('M_atp_c', -1.0), ('M_h2o_c', -1.0), ('M_metsox_R__L_p', -1.0), ('M_adp_c', 1.0), ('M_h_c', 1.0), ('M_metsox_R__L_c', 1.0), ('M_pi_c', 1.0)])",0
1451,R_LPLIPAL2A140,"Lysophospholipase L2 (2-acylglycerophosphotidate, n-C14:0)",,,"OrderedDict([('M_2tdecg3p_c', -1.0), ('M_h2o_c', -1.0), ('M_glyc3p_c', 1.0), ('M_h_c', 2.0), ('M_ttdca_c', 1.0)])",0
1452,R_LPLIPAL2A141,"Lysophospholipase L2 (2-acylglycerophosphotidate, n-C14:1)",,,"OrderedDict([('M_2tdec7eg3p_c', -1.0), ('M_h2o_c', -1.0), ('M_glyc3p_c', 1.0), ('M_h_c', 2.0), ('M_ttdcea_c', 1.0)])",0
1453,R_LPLIPAL2ATG140,"Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoglycerol, n-C14:0)",,,"OrderedDict([('M_2agpg140_c', -1.0), ('M_pg140_c', -1.0), ('M_apg140_c', 1.0), ('M_g3pg_c', 1.0)])",0
1454,R_LPLIPAL2A160,"Lysophospholipase L2 (2-acylglycerophosphotidate, n-C16:0)",,,"OrderedDict([('M_2hdecg3p_c', -1.0), ('M_h2o_c', -1.0), ('M_glyc3p_c', 1.0), ('M_h_c', 2.0), ('M_hdca_c', 1.0)])",0
1455,R_METSOX2tex,L-methionine R-oxide diffusion (extracellular),,,"OrderedDict([('M_metsox_R__L_e', -1.0), ('M_metsox_R__L_p', 1.0)])",0
1456,R_METSOXR1,L-methionine-S-oxide reductase,,,"OrderedDict([('M_metsox_S__L_c', -1.0), ('M_trdrd_c', -1.0), ('M_h2o_c', 1.0), ('M_met__L_c', 1.0), ('M_trdox_c', 1.0)])",0
1457,R_METSOXR2,L-methionine-R-sulfoxide reductase,,,"OrderedDict([('M_metsox_R__L_c', -1.0), ('M_trdrd_c', -1.0), ('M_h2o_c', 1.0), ('M_met__L_c', 1.0), ('M_trdox_c', 1.0)])",0
1458,R_LPLIPAL2ATG141,"Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoglycerol, n-C14:1)",,,"OrderedDict([('M_2agpg141_c', -1.0), ('M_pg141_c', -1.0), ('M_apg141_c', 1.0), ('M_g3pg_c', 1.0)])",0
1459,R_METTRS,Methionyl-tRNA synthetase,,,"OrderedDict([('M_atp_c', -1.0), ('M_met__L_c', -1.0), ('M_trnamet_c', -1.0), ('M_amp_c', 1.0), ('M_mettrna_c', 1.0), ('M_ppi_c', 1.0)])",0
1460,R_MLDCP2App,"Murein L,D-carboxypeptidase (murein5p5p) (periplasm)",,,"OrderedDict([('M_h2o_p', -1.0), ('M_murein5p5p_p', -1.0), ('M_alaala_p', 1.0), ('M_murein5p3p_p', 1.0)])",0
1461,R_MLDCP2Bpp,"Murein L,D-carboxypeptidase (murein4p3p) (periplasm)",,,"OrderedDict([('M_h2o_p', -1.0), ('M_murein4p3p_p', -1.0), ('M_ala__D_p', 1.0), ('M_murein3p3p_p', 1.0)])",0
1462,R_METabcpp,L-methionine transport via ABC system (periplasm),,,"OrderedDict([('M_atp_c', -1.0), ('M_h2o_c', -1.0), ('M_met__L_p', -1.0), ('M_adp_c', 1.0), ('M_h_c', 1.0), ('M_met__L_c', 1.0), ('M_pi_c', 1.0)])",0
1463,R_LPLIPAL2ATG160,"Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoglycerol, n-C16:0)",,,"OrderedDict([('M_2agpg160_c', -1.0), ('M_pg160_c', -1.0), ('M_apg160_c', 1.0), ('M_g3pg_c', 1.0)])",0
1464,R_METtex,L-methionine transport via diffusion (extracellular to periplasm),,,"OrderedDict([('M_met__L_e', -1.0), ('M_met__L_p', 1.0)])",0
1465,R_MG2t3_2pp,Magnesium (Mg+2) transport in/out via proton antiport (periplasm),,,"OrderedDict([('M_h_c', -2.0), ('M_mg2_p', -1.0), ('M_h_p', 2.0), ('M_mg2_c', 1.0)])",0
1466,R_MG2tex,Magnesium (Mg+2) transport via diffusion (extracellular to periplasm),,,"OrderedDict([('M_mg2_e', -1.0), ('M_mg2_p', 1.0)])",0
1467,R_MLDCP3App,"Murein L,D-carboxypeptidase (murein5px3p) (periplasm)",,,"OrderedDict([('M_h2o_p', -1.0), ('M_murein5px3p_p', -1.0), ('M_alaala_p', 1.0), ('M_murein3px3p_p', 1.0)])",0
1468,R_MLDEP1pp,"Murein L,D-endopeptidase (murein3px3p) (periplasm)",,,"OrderedDict([('M_h2o_p', -1.0), ('M_murein3px3p_p', -1.0), ('M_murein3p3p_p', 1.0)])",0
1469,R_MLDEP2pp,"Murein L,D-endopeptidase (murein5px3p) (periplasm)",,,"OrderedDict([('M_h2o_p', -1.0), ('M_murein5px3p_p', -1.0), ('M_murein5p3p_p', 1.0)])",0
1470,R_MG2tpp,Magnesium (+2) transport in via diffusion,,,"OrderedDict([('M_mg2_p', -1.0), ('M_mg2_c', 1.0)])",0
1471,R_MGSA,Methylglyoxal synthase,,,"OrderedDict([('M_dhap_c', -1.0), ('M_mthgxl_c', 1.0), ('M_pi_c', 1.0)])",0
1472,R_LPLIPAL2ATG161,"Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoglycerol, n-C16:1)",,,"OrderedDict([('M_2agpg161_c', -1.0), ('M_pg161_c', -1.0), ('M_apg161_c', 1.0), ('M_g3pg_c', 1.0)])",0
1473,R_MI1PP,Myo-inositol 1-phosphatase,,,"OrderedDict([('M_h2o_c', -1.0), ('M_mi1p__D_c', -1.0), ('M_inost_c', 1.0), ('M_pi_c', 1.0)])",0
1474,R_MICITDr,2-methylisocitrate dehydratase,,,"OrderedDict([('M_2mcacn_c', -1.0), ('M_h2o_c', -1.0), ('M_micit_c', 1.0)])",0
1475,R_MINOHPtexi,Myo-inositol phosphate transport via diffusion (extracellular to periplasm),,,"OrderedDict([('M_minohp_e', -1.0), ('M_minohp_p', 1.0)])",0
1476,R_MLTG1,Maltodextrin glucosidase (maltotriose),,,"OrderedDict([('M_h2o_c', -1.0), ('M_malttr_c', -1.0), ('M_glc__D_c', 1.0), ('M_malt_c', 1.0)])",0
1477,R_MLTG2,Maltodextrin glucosidase (maltotetraose),,,"OrderedDict([('M_h2o_c', -1.0), ('M_maltttr_c', -1.0), ('M_glc__D_c', 1.0), ('M_malttr_c', 1.0)])",0
1478,R_MLTG3,Maltodextrin glucosidase (maltopentaose),,,"OrderedDict([('M_h2o_c', -1.0), ('M_maltpt_c', -1.0), ('M_glc__D_c', 1.0), ('M_maltttr_c', 1.0)])",0
1479,R_MLTG4,Maltodextrin glucosidase (maltohexaose),,,"OrderedDict([('M_h2o_c', -1.0), ('M_malthx_c', -1.0), ('M_glc__D_c', 1.0), ('M_maltpt_c', 1.0)])",0
1480,R_MLDCP1App,"Murein L,D-carboxypeptidase (murein5px4p) (periplasm)",,,"OrderedDict([('M_h2o_p', -1.0), ('M_murein5px4p_p', -1.0), ('M_alaala_p', 1.0), ('M_murein3px4p_p', 1.0)])",0
1481,R_MLTG5,Maltodextrin glucosidase (maltoheptaose),,,"OrderedDict([('M_h2o_c', -1.0), ('M_malthp_c', -1.0), ('M_glc__D_c', 1.0), ('M_malthx_c', 1.0)])",0
1482,R_LPLIPAL2ATG180,"Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoglycerol, n-C18:0)",,,"OrderedDict([('M_2agpg180_c', -1.0), ('M_pg180_c', -1.0), ('M_apg180_c', 1.0), ('M_g3pg_c', 1.0)])",0
1483,R_MLTGY1pp,Murein lytic transglycosylase (murein4p4p) (periplasm),,,"OrderedDict([('M_murein4p4p_p', -1.0), ('M_anhgm4p_p', 2.0)])",0
1484,R_LPLIPAL2ATG181,"Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoglycerol, n-C18:1)",,,"OrderedDict([('M_2agpg181_c', -1.0), ('M_pg181_c', -1.0), ('M_apg181_c', 1.0), ('M_g3pg_c', 1.0)])",0
1485,R_MLTGY2pp,Murein lytic transglycosylase (murein4p3p) (periplasm),,,"OrderedDict([('M_murein4p3p_p', -1.0), ('M_anhgm3p_p', 1.0), ('M_anhgm4p_p', 1.0)])",0
1486,R_LPLIPAL2E120,"Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C12:0)",,,"OrderedDict([('M_2agpe120_c', -1.0), ('M_h2o_c', -1.0), ('M_ddca_c', 1.0), ('M_g3pe_c', 1.0), ('M_h_c', 1.0)])",0
1487,R_MLTGY3pp,Murein lytic transglycosylase (murein3p3p) (periplasm),,,"OrderedDict([('M_murein3p3p_p', -1.0), ('M_anhgm3p_p', 2.0)])",0
1488,R_MLTGY4pp,Murein lytic transglycosylase (murein4px4p4p) (periplasm),,,"OrderedDict([('M_murein4px4p4p_p', -1.0), ('M_anhgm4p_p', 1.0), ('M_murein4px4p_p', 1.0)])",0
1489,R_NADH5,NADH dehydrogenase (ubiquinone-8 ),,,"OrderedDict([('M_h_c', -1.0), ('M_nadh_c', -1.0), ('M_q8_c', -1.0), ('M_nad_c', 1.0), ('M_q8h2_c', 1.0)])",0
1490,R_NADH9,NADH dehydrogenase (demethylmenaquinone-8 & 0 protons),,,"OrderedDict([('M_2dmmq8_c', -1.0), ('M_h_c', -1.0), ('M_nadh_c', -1.0), ('M_2dmmql8_c', 1.0), ('M_nad_c', 1.0)])",0
1491,R_LPLIPAL2E140,"Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C14:0)",,,"OrderedDict([('M_2agpe140_c', -1.0), ('M_h2o_c', -1.0), ('M_g3pe_c', 1.0), ('M_h_c', 1.0), ('M_ttdca_c', 1.0)])",0
1492,R_NADK,NAD kinase,,,"OrderedDict([('M_atp_c', -1.0), ('M_nad_c', -1.0), ('M_adp_c', 1.0), ('M_h_c', 1.0), ('M_nadp_c', 1.0)])",0
1493,R_NADN,NAD nucleosidase,,,"OrderedDict([('M_h2o_c', -1.0), ('M_nad_c', -1.0), ('M_adprib_c', 1.0), ('M_h_c', 1.0), ('M_ncam_c', 1.0)])",0
1494,R_MLTP1,Maltodextrin phosphorylase (maltopentaose),,,"OrderedDict([('M_maltpt_c', -1.0), ('M_pi_c', -1.0), ('M_g1p_c', 1.0), ('M_maltttr_c', 1.0)])",0
1495,R_MLTP2,Maltodextrin phosphorylase (maltohexaose),,,"OrderedDict([('M_malthx_c', -1.0), ('M_pi_c', -1.0), ('M_g1p_c', 1.0), ('M_maltpt_c', 1.0)])",0
1496,R_MLTP3,Maltodextrin phosphorylase (maltoheptaose),,,"OrderedDict([('M_malthp_c', -1.0), ('M_pi_c', -1.0), ('M_g1p_c', 1.0), ('M_malthx_c', 1.0)])",0
1497,R_NADPHQR2,NADPH Quinone Reductase (Ubiquinone-8),,,"OrderedDict([('M_h_c', -1.0), ('M_nadph_c', -1.0), ('M_q8_c', -1.0), ('M_nadp_c', 1.0), ('M_q8h2_c', 1.0)])",0
1498,R_LPLIPAL2E141,"Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C14:1)",,,"OrderedDict([('M_2agpe141_c', -1.0), ('M_h2o_c', -1.0), ('M_g3pe_c', 1.0), ('M_h_c', 1.0), ('M_ttdcea_c', 1.0)])",0
1499,R_NADPHQR3,NADPH Quinone Reductase (Menaquinone-8),,,"OrderedDict([('M_h_c', -1.0), ('M_mqn8_c', -1.0), ('M_nadph_c', -1.0), ('M_mql8_c', 1.0), ('M_nadp_c', 1.0)])",0
1500,R_MME,Methylmalonyl-CoA epimerase,,,"OrderedDict([('M_mmcoa__R_c', -1.0), ('M_mmcoa__S_c', 1.0)])",0
1501,R_MMETtex,S-methyl-L-methionine transport via diffusion (extracellular to periplasm),,,"OrderedDict([('M_mmet_e', -1.0), ('M_mmet_p', 1.0)])",0
1502,R_NADPHQR4,NADPH Quinone Reductase (2-Demethylmenaquinone-8),,,"OrderedDict([('M_2dmmq8_c', -1.0), ('M_h_c', -1.0), ('M_nadph_c', -1.0), ('M_2dmmql8_c', 1.0), ('M_nadp_c', 1.0)])",0
1503,R_LPLIPAL2E160,"Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C16:0)",,,"OrderedDict([('M_2agpe160_c', -1.0), ('M_h2o_c', -1.0), ('M_g3pe_c', 1.0), ('M_h_c', 1.0), ('M_hdca_c', 1.0)])",0
1504,R_NADPPPS,NADP phosphatase,,,"OrderedDict([('M_h2o_c', -1.0), ('M_nadp_c', -1.0), ('M_nad_c', 1.0), ('M_pi_c', 1.0)])",0
1505,R_NADS1,NAD synthase (nh3),,,"OrderedDict([('M_atp_c', -1.0), ('M_dnad_c', -1.0), ('M_nh4_c', -1.0), ('M_amp_c', 1.0), ('M_h_c', 1.0), ('M_nad_c', 1.0), ('M_ppi_c', 1.0)])",0
1506,R_MN2t3pp,Manganese (Mn+2) transport out via proton antiport (periplasm),,,"OrderedDict([('M_h_p', -1.0), ('M_mn2_c', -1.0), ('M_h_c', 1.0), ('M_mn2_p', 1.0)])",0
1507,R_MN2tpp,Manganese transport in via permease (no H+),,,"OrderedDict([('M_mn2_p', -1.0), ('M_mn2_c', 1.0)])",0
1508,R_MN6PP,Mannose 6-phosphate phosphatase,,,"OrderedDict([('M_h2o_c', -1.0), ('M_man6p_c', -1.0), ('M_man_c', 1.0), ('M_pi_c', 1.0)])",0
1509,R_MNLptspp,Mannitol transport via PEP:Pyr PTS (periplasm),,,"OrderedDict([('M_mnl_p', -1.0), ('M_pep_c', -1.0), ('M_mnl1p_c', 1.0), ('M_pyr_c', 1.0)])",0
1510,R_MNLtex,Mannitol transport via diffusion (extracellular to periplasm),,,"OrderedDict([('M_mnl_e', -1.0), ('M_mnl_p', 1.0)])",0
1511,R_NADTRHD,NAD transhydrogenase,,,"OrderedDict([('M_nad_c', -1.0), ('M_nadph_c', -1.0), ('M_nadh_c', 1.0), ('M_nadp_c', 1.0)])",0
1512,R_NAMNPP,Nicotinic acid mononucleotide pyrophosphorylase,,,"OrderedDict([('M_atp_c', -1.0), ('M_h2o_c', -1.0), ('M_nac_c', -1.0), ('M_prpp_c', -1.0), ('M_adp_c', 1.0), ('M_nicrnt_c', 1.0), ('M_pi_c', 1.0), ('M_ppi_c', 1.0)])",0
1513,R_MNt2pp,Manganese (Mn+2) transport in via proton symport (periplasm),,,"OrderedDict([('M_h_p', -1.0), ('M_mn2_p', -1.0), ('M_h_c', 1.0), ('M_mn2_c', 1.0)])",0
1514,R_NAt3_1p5pp,Sodium proton antiporter (H:NA is 1.5) (periplasm),,,"OrderedDict([('M_h_p', -3.0), ('M_na1_c', -2.0), ('M_h_c', 3.0), ('M_na1_p', 2.0)])",0
1515,R_MNtex,Manganese (Mn+2) transport via diffusion (extracellular to periplasm),,,"OrderedDict([('M_mn2_e', -1.0), ('M_mn2_p', 1.0)])",0
1516,R_LPLIPAL2E161,"Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C16:1)",,,"OrderedDict([('M_2agpe161_c', -1.0), ('M_h2o_c', -1.0), ('M_g3pe_c', 1.0), ('M_h_c', 1.0), ('M_hdcea_c', 1.0)])",0
1517,R_MOAT,3-deoxy-D-manno-octulosonic acid transferase,,,"OrderedDict([('M_ckdo_c', -1.0), ('M_lipidA_c', -1.0), ('M_cmp_c', 1.0), ('M_h_c', 1.0), ('M_kdolipid4_c', 1.0)])",0
1518,R_MOAT2,3-deoxy-D-manno-octulosonic acid transferase,,,"OrderedDict([('M_ckdo_c', -1.0), ('M_kdolipid4_c', -1.0), ('M_cmp_c', 1.0), ('M_h_c', 1.0), ('M_kdo2lipid4_c', 1.0)])",0
1519,R_MOAT3C,3-deoxy-D-manno-octulosonic acid transferase III (LPS core biosynthesis),,,"OrderedDict([('M_ckdo_c', -1.0), ('M_phphhlipa_c', -1.0), ('M_cmp_c', 1.0), ('M_h_c', 1.0), ('M_kphphhlipa_c', 1.0)])",0
1520,R_NAt3_2pp,Sodium proton antiporter (H:NA is 2) (periplasm),,,"OrderedDict([('M_h_p', -2.0), ('M_na1_c', -1.0), ('M_h_c', 2.0), ('M_na1_p', 1.0)])",0
1521,R_NAtex,Sodium transport via diffusion (extracellular to periplasm),,,"OrderedDict([('M_na1_e', -1.0), ('M_na1_p', 1.0)])",0
1522,R_NDPK1,Nucleoside-diphosphate kinase (ATP:GDP),,,"OrderedDict([('M_atp_c', -1.0), ('M_gdp_c', -1.0), ('M_adp_c', 1.0), ('M_gtp_c', 1.0)])",0
1523,R_NDPK2,Nucleoside-diphosphate kinase (ATP:UDP),,,"OrderedDict([('M_atp_c', -1.0), ('M_udp_c', -1.0), ('M_adp_c', 1.0), ('M_utp_c', 1.0)])",0
1524,R_NDPK3,Nucleoside-diphosphate kinase (ATP:CDP),,,"OrderedDict([('M_atp_c', -1.0), ('M_cdp_c', -1.0), ('M_adp_c', 1.0), ('M_ctp_c', 1.0)])",0
1525,R_MOBDabcpp,Molybdate transport via ABC system (periplasm),,,"OrderedDict([('M_atp_c', -1.0), ('M_h2o_c', -1.0), ('M_mobd_p', -1.0), ('M_adp_c', 1.0), ('M_h_c', 1.0), ('M_mobd_c', 1.0), ('M_pi_c', 1.0)])",0
1526,R_MOBDtex,Molybdate transport via diffusion (extracellular to periplasm),,,"OrderedDict([('M_mobd_e', -1.0), ('M_mobd_p', 1.0)])",0
1527,R_NDPK4,Nucleoside-diphosphate kinase (ATP:dTDP),,,"OrderedDict([('M_atp_c', -1.0), ('M_dtdp_c', -1.0), ('M_adp_c', 1.0), ('M_dttp_c', 1.0)])",0
1528,R_MOHMT,3-methyl-2-oxobutanoate hydroxymethyltransferase,,,"OrderedDict([('M_3mob_c', -1.0), ('M_h2o_c', -1.0), ('M_mlthf_c', -1.0), ('M_2dhp_c', 1.0), ('M_thf_c', 1.0)])",0
1529,R_LPLIPAL2E180,"Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C18:0)",,,"OrderedDict([('M_2agpe180_c', -1.0), ('M_h2o_c', -1.0), ('M_g3pe_c', 1.0), ('M_h_c', 1.0), ('M_ocdca_c', 1.0)])",0
1530,R_MPTG,Murein polymerizing transglycosylase,,,"OrderedDict([('M_uaagmda_c', -2.0), ('M_h_c', 2.0), ('M_murein5p5p_p', 1.0), ('M_udcpdp_c', 2.0)])",0
1531,R_NDPK5,Nucleoside-diphosphate kinase (ATP:dGDP),,,"OrderedDict([('M_atp_c', -1.0), ('M_dgdp_c', -1.0), ('M_adp_c', 1.0), ('M_dgtp_c', 1.0)])",0
1532,R_NDPK6,Nucleoside-diphosphate kinase (ATP:dUDP),,,"OrderedDict([('M_atp_c', -1.0), ('M_dudp_c', -1.0), ('M_adp_c', 1.0), ('M_dutp_c', 1.0)])",0
1533,R_LPLIPAL2E181,"Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C18:1)",,,"OrderedDict([('M_2agpe181_c', -1.0), ('M_h2o_c', -1.0), ('M_g3pe_c', 1.0), ('M_h_c', 1.0), ('M_ocdcea_c', 1.0)])",0
1534,R_NDPK7,Nucleoside-diphosphate kinase (ATP:dCDP),,,"OrderedDict([('M_atp_c', -1.0), ('M_dcdp_c', -1.0), ('M_adp_c', 1.0), ('M_dctp_c', 1.0)])",0
1535,R_NDPK8,Nucleoside-diphosphate kinase (ATP:dADP),,,"OrderedDict([('M_atp_c', -1.0), ('M_dadp_c', -1.0), ('M_adp_c', 1.0), ('M_datp_c', 1.0)])",0
1536,R_NH4tex,Ammonia transport via diffusion (extracellular to periplasm),,,"OrderedDict([('M_nh4_e', -1.0), ('M_nh4_p', 1.0)])",0
1537,R_NH4tpp,Ammonia reversible transport (periplasm),,,"OrderedDict([('M_nh4_p', -1.0), ('M_nh4_c', 1.0)])",0
1538,R_NHFRBO,NADH:flavorubredoxin oxidoreductase,,,"OrderedDict([('M_h_c', -1.0), ('M_nadh_c', -1.0), ('M_no_c', -2.0), ('M_h2o_c', 1.0), ('M_n2o_c', 1.0), ('M_nad_c', 1.0)])",0
1539,R_MPTG2,Murein polymerizing transglycosylase 2 (three linked units),,,"OrderedDict([('M_murein5p5p_p', -1.0), ('M_uaagmda_c', -1.0), ('M_h_c', 1.0), ('M_murein5p5p5p_p', 1.0), ('M_udcpdp_c', 1.0)])",0
1540,R_MSO3tex,Methanesulfonate transport via diffusion (extracellular to periplasm),,,"OrderedDict([('M_mso3_e', -1.0), ('M_mso3_p', 1.0)])",0
1541,R_MTAN,Methylthioadenosine nucleosidase,,,"OrderedDict([('M_5mta_c', -1.0), ('M_h2o_c', -1.0), ('M_5mtr_c', 1.0), ('M_ade_c', 1.0)])",0
1542,R_MTHFC,Methenyltetrahydrofolate cyclohydrolase,,,"OrderedDict([('M_h2o_c', -1.0), ('M_methf_c', -1.0), ('M_10fthf_c', 1.0), ('M_h_c', 1.0)])",0
1543,R_MTHFD,Methylenetetrahydrofolate dehydrogenase (NADP),,,"OrderedDict([('M_mlthf_c', -1.0), ('M_nadp_c', -1.0), ('M_methf_c', 1.0), ('M_nadph_c', 1.0)])",0
1544,R_NI2abcpp,Nickle (Ni+2) ABC transporter (periplasm),,,"OrderedDict([('M_atp_c', -1.0), ('M_h2o_c', -1.0), ('M_ni2_c', -1.0), ('M_adp_c', 1.0), ('M_h_c', 1.0), ('M_ni2_p', 1.0), ('M_pi_c', 1.0)])",0
1545,R_NI2t3pp,Nickle (Ni+2) transport out via proton antiport (periplasm),,,"OrderedDict([('M_h_p', -1.0), ('M_ni2_c', -1.0), ('M_h_c', 1.0), ('M_ni2_p', 1.0)])",0
1546,R_NI2tex,Nickel transport via diffusion (extracellular to periplasm),,,"OrderedDict([('M_ni2_e', -1.0), ('M_ni2_p', 1.0)])",0
1547,R_MTHFR2,"5,10-methylenetetrahydrofolate reductase (NADH)",,,"OrderedDict([('M_h_c', -2.0), ('M_mlthf_c', -1.0), ('M_nadh_c', -1.0), ('M_5mthf_c', 1.0), ('M_nad_c', 1.0)])",0
1548,R_NMNAT,Nicotinamide-nucleotide adenylyltransferase,,,"OrderedDict([('M_atp_c', -1.0), ('M_h_c', -1.0), ('M_nmn_c', -1.0), ('M_nad_c', 1.0), ('M_ppi_c', 1.0)])",0
